-0.05918052	0.09887363	-0.04082378	-0.018712051	0.15443778	-0.025519662	-0.013938796	0.13824704	-0.1535483	0.09191837	0.08894452	-0.058402598	0.06641535	-0.049363207	-0.06643531	0.09845076
-0.035378	0.050280165	-0.02033703	-0.07579193	0.04099487	-0.024435753	-0.011868942	0.1345422	-0.101569794	-0.0065992866	0.0738646	-0.053597607	-0.04422383	-0.003910805	0.0062238914	-0.037169885
0.08997709	-0.033298563	-0.023359671	-0.031644125	-0.036476124	0.00073254283	-0.022656567	0.0002735948	-0.0008646809	0.010687177	0.016400496	-0.0073638465	-0.019312678	0.035184845	0.07237225	-0.083228566
0.05924841	0.042305898	-0.0073079783	-0.03994711	0.083928876	-0.033456	0.0038409848	0.13461322	-0.096259125	0.015941542	-0.014739529	-0.003306686	0.011921547	0.0009154122	-0.024076914	0.029509373
-0.089357525	0.16222532	0.0012939256	-0.034420036	0.1464506	-0.112559415	0.06926139	0.17566949	-0.148119	0.054436613	0.10331853	-0.049622048	0.075284936	0.008604578	-0.07195602	0.05730314
0.032373156	0.015735291	0.05299781	-0.074463844	0.0074451165	0.09445139	-0.107687965	0.096636355	-0.010799522	-0.0061418205	-0.01910049	0.06916053	-0.12054953	0.11769009	0.10591617	-0.059976682
0.09379739	0.00096067006	0.018429616	-0.117128834	-0.048252083	0.030507995	-0.03190945	0.09367666	0.009942877	-0.022868214	-0.08321807	-0.07126585	-0.013605509	0.098229714	0.037906684	-0.063664176
-0.013665426	0.10281626	-0.018384395	-0.07276541	0.05605796	-0.029140426	0.003782388	0.1904191	-0.09555302	0.06857289	0.08487186	-0.07816095	0.024067497	-0.047449786	-0.012409547	0.010368125
-0.06997453	0.141351	-0.015244599	0.010761962	0.08333225	-0.08671614	0.009840964	0.14142524	-0.10528754	0.11741764	0.036127802	-0.089638926	0.08247874	-0.034632325	-0.05894978	0.060843755
0.04879624	-0.020509288	0.0635044	-0.055522807	-0.011860794	0.076583706	-0.045588236	0.10075596	0.023957208	-0.04352456	-0.0018972895	-0.07497013	-0.038071625	0.027458526	0.054574918	-0.07686362
0.004410684	0.059777178	0.022825558	-0.079736486	0.038894206	-0.04202002	0.028256657	0.10583843	-0.03289241	0.08825409	-0.02535868	-0.013163919	0.027078774	0.010649131	0.052781	-0.015696455
-0.035999656	0.111863434	-0.07190572	0.012351448	0.026845766	-0.007643354	0.033266682	0.07121548	-0.10108193	-0.0070138117	0.11452195	-0.08836597	0.045769785	-0.058553025	-0.0073127747	0.0028344635
0.022236442	0.004553323	-0.00044717392	-0.057572108	-0.034585916	-0.013897609	-0.07953966	0.08072745	-0.061342157	0.022821631	0.018472254	0.008925328	-0.013058863	0.027863631	0.04852956	-0.058604416
0.11094527	0.019261526	-0.019080665	-0.06403796	-0.042868976	0.072794914	-0.07731179	0.048899155	0.026710704	0.027162066	0.01643048	-0.14035214	-0.07124204	0.032812547	0.050212473	-0.012037274
-0.088792875	0.10457076	-0.11147937	0.077801324	0.08388754	-0.070211545	0.11755124	0.09448943	-0.12334928	0.10228527	0.1070344	-0.11813641	0.09448049	-0.11417505	-0.10061657	0.0739856
0.06772512	0.047404055	0.0032331925	-0.05877486	0.022018528	0.04770193	-0.062214907	0.058939014	-0.062468093	0.0091517735	0.048061427	-0.01150028	-0.054357395	0.030525599	0.059030823	-0.006264645
0.011857566	-0.01015187	0.048601907	0.0004136755	0.01936233	-0.021671262	-0.059023257	0.115232	-0.027543182	0.016033445	0.03444747	-0.051521152	-0.012161144	-0.0011961346	0.023246786	0.022437835
0.065797955	-0.05514188	0.01863611	-0.047516976	-0.056453325	0.025788758	-0.0880226	-0.06772685	0.051271893	-0.11205747	-0.022243327	0.06322197	-0.075496465	0.019366503	0.034910712	-0.07189017
0.06450172	-0.0018048519	-0.016811103	-0.068773136	0.07710107	-0.01747026	-0.069241434	0.101783134	-0.025789505	0.0070549254	0.03388759	0.005719246	-0.055385925	-0.011384641	0.053483386	-0.02761554
0.003762537	0.12108847	-0.031135105	0.005884551	0.08194658	-0.046727996	0.029368216	0.14552054	-0.17202684	0.08208373	0.085145585	0.011346753	0.009654763	0.027221622	-0.070082985	0.013840571
0.06361052	-0.036026906	-0.0357622	-0.073610984	-0.08069644	0.042328052	-0.06313971	0.049063317	0.057744324	-0.092100516	0.012676323	-0.114473134	-0.06341283	0.020636551	0.0513612	-0.0026105489
0.0011836407	0.10566174	-0.038066	0.041997034	0.042013288	-0.04776631	0.045719765	0.17086273	-0.1135445	0.051092852	0.01531642	-0.086644895	-0.0024984353	0.004596376	-0.0062558954	0.060657673
0.045067646	0.03450966	0.09786735	-0.10357756	-0.048671592	0.012936127	-0.06860999	0.032523092	-0.014184347	-0.0051278574	-0.06758761	0.0056677507	-0.04577529	0.09071662	0.04573272	-0.026843
-0.07591911	0.13283964	-0.15052779	0.039999828	0.15022999	-0.09134031	0.022250902	0.15446356	-0.18057466	0.089515746	0.09732758	-0.14559521	0.08310526	-0.07146504	-0.08046638	0.13412926
